,CH1
Second,Volt
1.30000e-06,-1.60e-02, 
1.32000e-06,8.00e-03, 
1.34000e-06,-1.60e-02, 
1.36000e-06,1.60e-02, 
1.38000e-06,-1.60e-02, 
1.40000e-06,-1.60e-02, 
1.42000e-06,1.60e-02, 
1.44000e-06,-1.60e-02, 
1.46000e-06,1.60e-02, 
1.48000e-06,-2.40e-02, 
1.50000e-06,1.60e-02, 
1.52000e-06,-1.60e-02, 
1.54000e-06,8.00e-03, 
1.56000e-06,-8.00e-03, 
1.58000e-06,8.00e-03, 
1.60000e-06,0.00e+00, 
1.62000e-06,-8.00e-03, 
1.64000e-06,8.00e-03, 
1.66000e-06,-1.60e-02, 
1.68000e-06,8.00e-03, 
1.70000e-06,-8.00e-03, 
1.72000e-06,8.00e-03, 
1.74000e-06,-1.60e-02, 
1.76000e-06,-8.00e-03, 
1.78000e-06,1.60e-02, 
1.80000e-06,-8.00e-03, 
1.82000e-06,1.60e-02, 
1.84000e-06,-1.60e-02, 
1.86000e-06,8.00e-03, 
1.88000e-06,-1.60e-02, 
1.90000e-06,8.00e-03, 
1.92000e-06,-1.60e-02, 
1.94000e-06,1.60e-02, 
1.96000e-06,8.00e-03, 
1.98000e-06,-8.00e-03, 
2.00000e-06,8.00e-03, 
2.02000e-06,-1.60e-02, 
2.04000e-06,8.00e-03, 
2.06000e-06,-1.60e-02, 
2.08000e-06,8.00e-03, 
2.10000e-06,-8.00e-03, 
2.12000e-06,-8.00e-03, 
2.14000e-06,8.00e-03, 
2.16000e-06,-8.00e-03, 
2.18000e-06,1.60e-02, 
2.20000e-06,-1.60e-02, 
2.22000e-06,1.60e-02, 
2.24000e-06,-1.60e-02, 
2.26000e-06,8.00e-03, 
2.28000e-06,8.00e-03, 
2.30000e-06,-1.60e-02, 
2.32000e-06,1.60e-02, 
2.34000e-06,-8.00e-03, 
2.36000e-06,8.00e-03, 
2.38000e-06,-1.60e-02, 
2.40000e-06,8.00e-03, 
2.42000e-06,-8.00e-03, 
2.44000e-06,8.00e-03, 
2.46000e-06,-2.40e-02, 
2.48000e-06,-2.40e-02, 
2.50000e-06,1.60e-02, 
2.52000e-06,-1.60e-02, 
2.54000e-06,8.00e-03, 
2.56000e-06,-1.60e-02, 
2.58000e-06,1.60e-02, 
2.60000e-06,-1.60e-02, 
2.62000e-06,8.00e-03, 
2.64000e-06,-1.60e-02, 
2.66000e-06,8.00e-03, 
2.68000e-06,8.00e-03, 
2.70000e-06,-8.00e-03, 
2.72000e-06,1.60e-02, 
2.74000e-06,-1.60e-02, 
2.76000e-06,1.60e-02, 
2.78000e-06,-1.60e-02, 
2.80000e-06,0.00e+00, 
2.82000e-06,-8.00e-03, 
2.84000e-06,-1.60e-02, 
2.86000e-06,8.00e-03, 
2.88000e-06,-1.60e-02, 
2.90000e-06,1.60e-02, 
2.92000e-06,-8.00e-03, 
2.94000e-06,8.00e-03, 
2.96000e-06,-8.00e-03, 
2.98000e-06,1.60e-02, 
3.00000e-06,1.60e-02, 
3.02000e-06,-1.60e-02, 
3.04000e-06,8.00e-03, 
3.06000e-06,-8.00e-03, 
3.08000e-06,8.00e-03, 
3.10000e-06,-8.00e-03, 
3.12000e-06,1.60e-02, 
3.14000e-06,-1.60e-02, 
3.16000e-06,-8.00e-03, 
3.18000e-06,8.00e-03, 
3.20000e-06,-1.60e-02, 
3.22000e-06,8.00e-03, 
3.24000e-06,-8.00e-03, 
3.26000e-06,1.60e-02, 
3.28000e-06,-1.60e-02, 
3.30000e-06,8.00e-03, 
3.32000e-06,-1.60e-02, 
3.34000e-06,8.00e-03, 
3.36000e-06,1.60e-02, 
3.38000e-06,-1.60e-02, 
3.40000e-06,1.60e-02, 
3.42000e-06,-1.60e-02, 
3.44000e-06,1.60e-02, 
3.46000e-06,-1.60e-02, 
3.48000e-06,0.00e+00, 
3.50000e-06,8.00e-03, 
3.52000e-06,-8.00e-03, 
3.54000e-06,8.00e-03, 
3.56000e-06,-1.60e-02, 
3.58000e-06,8.00e-03, 
3.60000e-06,-8.00e-03, 
3.62000e-06,8.00e-03, 
3.64000e-06,-1.60e-02, 
3.66000e-06,8.00e-03, 
3.68000e-06,8.00e-03, 
3.70000e-06,-8.00e-03, 
3.72000e-06,8.00e-03, 
3.74000e-06,-1.60e-02, 
3.76000e-06,8.00e-03, 
3.78000e-06,-8.00e-03, 
3.80000e-06,8.00e-03, 
3.82000e-06,-1.60e-02, 
3.84000e-06,-8.00e-03, 
3.86000e-06,1.60e-02, 
3.88000e-06,-8.00e-03, 
3.90000e-06,0.00e+00, 
3.92000e-06,-1.60e-02, 
3.94000e-06,8.00e-03, 
3.96000e-06,-1.60e-02, 
3.98000e-06,8.00e-03, 
4.00000e-06,-1.60e-02, 
4.02000e-06,8.00e-03, 
4.04000e-06,0.00e+00, 
4.06000e-06,0.00e+00, 
4.08000e-06,8.00e-03, 
4.10000e-06,-1.60e-02, 
4.12000e-06,8.00e-03, 
4.14000e-06,-8.00e-03, 
4.16000e-06,8.00e-03, 
4.18000e-06,-8.00e-03, 
4.20000e-06,-8.00e-03, 
4.22000e-06,8.00e-03, 
4.24000e-06,-8.00e-03, 
4.26000e-06,8.00e-03, 
4.28000e-06,-1.60e-02, 
4.30000e-06,1.60e-02, 
4.32000e-06,-8.00e-03, 
4.34000e-06,8.00e-03, 
4.36000e-06,8.00e-03, 
4.38000e-06,-1.60e-02, 
4.40000e-06,8.00e-03, 
4.42000e-06,-8.00e-03, 
4.44000e-06,8.00e-03, 
4.46000e-06,-1.60e-02, 
4.48000e-06,8.00e-03, 
4.50000e-06,-8.00e-03, 
4.52000e-06,8.00e-03, 
4.54000e-06,-8.00e-03, 
4.56000e-06,0.00e+00, 
4.58000e-06,0.00e+00, 
4.60000e-06,-8.00e-03, 
4.62000e-06,8.00e-03, 
4.64000e-06,-1.60e-02, 
4.66000e-06,1.60e-02, 
4.68000e-06,-1.60e-02, 
4.70000e-06,8.00e-03, 
4.72000e-06,-1.60e-02, 
4.74000e-06,1.60e-02, 
4.76000e-06,8.00e-03, 
4.78000e-06,-1.60e-02, 
4.80000e-06,8.00e-03, 
4.82000e-06,-1.60e-02, 
4.84000e-06,8.00e-03, 
4.86000e-06,-1.60e-02, 
4.88000e-06,0.00e+00, 
4.90000e-06,-2.48e-01, 
4.92000e-06,-4.00e-01, 
4.94000e-06,2.48e-01, 
4.96000e-06,-2.40e-01, 
4.98000e-06,1.44e-01, 
5.00000e-06,-1.12e-01, 
5.02000e-06,7.20e-02, 
5.04000e-06,-6.40e-02, 
5.06000e-06,4.00e-02, 
5.08000e-06,2.40e-02, 
5.10000e-06,-4.00e-02, 
5.12000e-06,8.00e-03, 
5.14000e-06,-1.60e-02, 
5.16000e-06,8.00e-03, 
5.18000e-06,-2.40e-02, 
5.20000e-06,8.00e-03, 
5.22000e-06,-1.60e-02, 
5.24000e-06,-1.60e-02, 
5.26000e-06,0.00e+00, 
5.28000e-06,-1.60e-02, 
5.30000e-06,8.00e-03, 
5.32000e-06,-1.60e-02, 
5.34000e-06,0.00e+00, 
5.36000e-06,-1.60e-02, 
5.38000e-06,0.00e+00, 
5.40000e-06,-1.60e-02, 
5.42000e-06,0.00e+00, 
5.44000e-06,-1.60e-02, 
5.46000e-06,8.00e-03, 
5.48000e-06,0.00e+00, 
5.50000e-06,-1.60e-02, 
5.52000e-06,8.00e-03, 
5.54000e-06,-1.60e-02, 
5.56000e-06,8.00e-03, 
5.58000e-06,-1.60e-02, 
5.60000e-06,0.00e+00, 
5.62000e-06,-1.60e-02, 
5.64000e-06,-1.60e-02, 
5.66000e-06,8.00e-03, 
5.68000e-06,-1.60e-02, 
5.70000e-06,0.00e+00, 
5.72000e-06,-1.60e-02, 
5.74000e-06,8.00e-03, 
5.76000e-06,0.00e+00, 
5.78000e-06,-1.60e-02, 
5.80000e-06,0.00e+00, 
5.82000e-06,-1.60e-02, 
5.84000e-06,0.00e+00, 
5.86000e-06,-8.00e-03, 
5.88000e-06,0.00e+00, 
5.90000e-06,-1.60e-02, 
5.92000e-06,8.00e-03, 
5.94000e-06,-1.60e-02, 
5.96000e-06,-8.00e-03, 
5.98000e-06,0.00e+00, 
